city,area,rooms,bathroom,parking spaces,floor,animal,furniture,hoa,rent amount,property tax,fire insurance,total
1,70,3,2,1,3,1,0,380.0,1290.0,92.0,17.0,1779.0
1,390,3,3,3,1,1,0,3056.0,6700.0,687.0,85.0,10530.0
1,30,1,1,0,9,0,1,385.0,1965.0,459.0,25.0,2834.0
1,76,3,2,2,8,1,1,679.0,3500.0,201.0,45.0,4425.0
1,128,2,3,1,4,1,0,755.0,4339.0,85.0,55.0,5234.0
1,50,1,1,0,0,0,0,0.0,1200.0,84.0,19.0,1303.0
1,100,2,2,1,10,1,1,1300.0,1979.0,225.0,26.0,3530.0
1,237,3,5,3,8,1,1,2200.0,5500.0,917.0,70.0,8687.0
0,80,2,1,1,3,1,0,418.0,1000.0,0.0,13.0,1431.0
1,108,3,2,2,3,0,0,823.0,3000.0,350.0,39.0,4212.0
1,50,1,1,0,6,0,0,467.0,1209.0,129.0,8.0,1813.0
1,70,1,1,0,0,1,0,0.0,1475.0,90.0,23.0,1588.0
1,156,3,3,5,0,0,0,0.0,4000.0,0.0,34.0,4034.0
1,217,3,4,4,17,1,1,2400.0,14500.0,910.0,184.0,17990.0
1,82,3,2,2,2,1,0,1100.0,1500.0,159.0,20.0,2779.0
1,52,2,1,1,7,1,0,590.0,1200.0,65.0,16.0,1871.0
1,620,4,5,5,8,1,0,7963.0,15000.0,5160.0,191.0,28310.0
1,320,3,4,4,7,1,1,3440.0,15000.0,1659.0,191.0,20290.0
0,66,2,2,1,2,0,1,536.0,2270.0,76.0,29.0,2911.0
1,200,4,4,4,0,1,0,0.0,4500.0,450.0,68.0,5018.0
1,113,2,2,1,6,1,0,1000.0,3000.0,50.0,39.0,4089.0
1,170,4,2,1,3,1,1,2437.0,5200.0,570.0,66.0,8273.0
1,45,1,1,1,3,1,0,520.0,3200.0,105.0,41.0,3866.0
0,47,1,1,0,2,1,0,426.0,420.0,260.0,6.0,1112.0
1,80,2,1,1,18,0,0,550.0,1500.0,167.0,20.0,2237.0
1,260,3,5,4,12,1,0,2227.0,7000.0,1468.0,89.0,10780.0
1,122,3,2,3,11,1,0,1415.0,1650.0,334.0,21.0,3420.0
1,84,3,2,2,7,0,0,900.0,2640.0,740.0,34.0,4314.0
1,28,1,1,0,9,0,1,390.0,2300.0,59.0,30.0,2779.0
1,155,2,3,2,0,1,0,0.0,4000.0,377.0,61.0,4438.0
1,58,2,1,1,2,1,1,590.0,1805.0,150.0,23.0,2568.0
1,52,2,1,1,3,0,0,340.0,1138.0,0.0,9.0,1487.0
0,75,2,1,2,1,1,0,1250.0,1600.0,135.0,21.0,3006.0
0,72,3,1,1,1,1,1,470.0,1075.0,49.0,14.0,1608.0
1,260,3,4,4,4,1,1,5000.0,12000.0,0.0,153.0,17150.0
1,35,1,1,0,1,0,1,683.5,1650.0,0.0,21.0,1671.0
1,25,1,1,1,8,1,1,0.0,4000.0,0.0,51.0,4051.0
1,216,4,5,3,2,1,1,2300.0,3000.0,1084.0,39.0,6423.0
1,215,4,6,3,2,1,1,2100.0,5700.0,959.0,73.0,8832.0
1,750,4,6,2,0,1,0,0.0,15000.0,2041.0,226.0,17270.0
1,80,2,2,2,0,1,0,50.0,1850.0,173.0,28.0,2101.0
0,50,1,1,1,5,0,1,750.0,1160.0,185.0,15.0,2110.0
0,50,2,1,1,2,1,0,530.0,1200.0,109.0,16.0,1855.0
1,340,2,4,3,14,1,0,4900.0,15000.0,917.0,191.0,21010.0
1,126,4,3,4,0,1,0,0.0,3300.0,167.0,50.0,3517.0
1,450,4,6,2,0,1,0,0.0,4900.0,486.0,74.0,5460.0
1,32,1,1,0,1,1,0,400.0,1990.0,0.0,26.0,2416.0
1,142,3,2,1,14,1,0,1950.0,8500.0,194.0,108.0,10750.0
1,70,2,2,1,14,1,0,849.0,4500.0,150.0,58.0,5557.0
1,278,4,5,2,16,1,1,4052.0,9000.0,1261.0,115.0,14430.0
0,130,3,2,1,7,1,0,1000.0,2500.0,100.0,32.0,3632.0
1,245,4,4,2,16,1,0,2633.0,7400.0,527.0,94.0,10650.0
1,50,2,1,0,0,0,0,0.0,1100.0,80.0,17.0,1197.0
1,61,1,2,1,9,1,1,866.0,5100.0,250.0,65.0,6281.0
1,30,1,1,0,3,1,0,380.0,1700.0,0.0,22.0,2102.0
1,135,3,3,1,10,1,1,1600.0,4300.0,250.0,55.0,6205.0
1,20,1,1,0,2,1,1,602.0,1800.0,130.0,23.0,2555.0
1,160,3,3,2,10,1,0,1229.0,4000.0,390.0,51.0,5670.0
0,97,1,1,0,12,1,0,468.0,750.0,61.0,10.0,1289.0
0,45,1,1,1,3,1,1,492.0,1320.0,28.0,17.0,1857.0
0,45,1,1,0,14,0,0,285.0,500.0,0.0,7.0,792.0
1,462,4,4,0,0,1,1,0.0,10000.0,2700.0,151.0,12850.0
1,110,2,2,1,1,1,0,150.0,3000.0,250.0,46.0,3446.0
1,40,1,1,0,0,0,0,0.0,780.0,17.0,12.0,809.0
1,149,4,1,3,12,0,0,1771.0,7500.0,624.0,96.0,9991.0
1,320,3,3,4,0,1,0,1700.0,4320.0,142.0,65.0,6227.0
1,126,3,4,3,6,1,0,2500.0,3200.0,579.0,41.0,6320.0
1,353,5,7,5,12,1,0,4800.0,10000.0,1917.0,127.0,16840.0
1,35,2,1,0,8,1,0,340.0,1890.0,30.0,24.0,2284.0
1,52,1,1,1,11,1,0,730.0,2100.0,38.0,27.0,2895.0
1,190,4,3,2,1,1,0,2700.0,7700.0,1305.0,98.0,11800.0
1,89,2,2,2,8,1,1,1440.0,7700.0,351.0,98.0,9589.0
1,49,1,2,0,1,1,0,0.0,1300.0,0.0,17.0,1317.0
1,133,4,3,0,1,1,0,550.0,3800.0,309.0,49.0,4708.0
1,150,3,4,3,1,1,1,1300.0,5500.0,834.0,70.0,7704.0
1,400,4,3,4,0,1,1,0.0,9000.0,998.0,136.0,10130.0
1,480,4,4,4,12,1,1,6500.0,15000.0,2084.0,191.0,23780.0
1,90,2,3,0,11,0,0,1205.0,3800.0,155.0,49.0,5209.0
1,90,2,2,0,0,1,0,0.0,1950.0,125.0,30.0,2105.0
1,450,4,4,3,7,1,0,5096.0,10000.0,0.0,127.0,15220.0
1,80,3,2,2,11,1,0,890.0,3100.0,90.0,40.0,4120.0
1,48,2,1,1,6,1,0,480.0,1510.0,0.0,20.0,2010.0
0,55,1,1,1,5,0,0,907.0,680.0,79.0,9.0,1675.0
1,109,2,2,2,14,1,0,1550.0,7900.0,638.0,101.0,10190.0
1,100,2,3,1,4,1,1,1200.0,2070.0,42.0,27.0,3339.0
1,185,2,3,3,8,1,0,2600.0,7500.0,834.0,96.0,11030.0
1,45,2,1,1,1,1,0,443.0,1510.0,0.0,6.0,1959.0
0,308,3,4,4,0,1,0,0.0,8000.0,478.0,121.0,8599.0
1,210,4,4,3,5,1,1,2800.0,5000.0,917.0,64.0,8781.0
0,82,3,2,1,6,1,0,825.0,1500.0,142.0,20.0,2487.0
1,380,4,4,2,0,1,0,0.0,5500.0,1000.0,83.0,6583.0
1,90,2,2,1,0,1,0,0.0,2600.0,0.0,40.0,2640.0
1,220,4,4,3,4,0,1,2200.0,4930.0,809.0,63.0,8002.0
1,45,1,2,1,10,0,1,700.0,3000.0,141.0,39.0,3880.0
1,120,3,2,4,8,1,0,1365.0,4500.0,398.0,58.0,6321.0
0,70,3,2,2,2,1,1,359.0,2080.0,74.0,27.0,2540.0
1,64,2,2,2,8,1,0,450.0,2800.0,30.0,36.0,3316.0
1,57,2,1,1,7,1,0,750.0,1447.0,0.0,19.0,2216.0
1,45,1,1,1,11,0,0,363.0,2705.0,147.0,25.0,3175.0
1,160,3,4,3,0,1,0,0.0,2850.0,475.0,43.0,3368.0
1,55,2,2,1,0,1,0,0.0,1550.0,0.0,24.0,1574.0
1,50,1,1,1,0,1,0,0.0,900.0,59.0,14.0,973.0
1,60,2,1,1,11,0,0,366.0,1592.0,0.0,7.0,1965.0
1,140,5,4,1,0,1,0,0.0,2500.0,0.0,38.0,2538.0
1,287,4,5,3,0,1,0,683.5,10000.0,955.0,151.0,11110.0
1,35,1,1,1,7,1,0,405.0,3050.0,25.0,39.0,3519.0
1,108,3,2,2,6,1,0,1200.0,5600.0,275.0,71.0,7146.0
1,480,4,7,8,0,1,0,0.0,14000.0,2186.0,211.0,16400.0
1,51,2,2,1,18,1,0,382.0,1800.0,0.0,23.0,2205.0
1,290,2,3,4,12,1,1,2600.0,6000.0,1067.0,77.0,9744.0
1,130,3,2,1,0,0,0,683.5,2500.0,421.0,38.0,2959.0
0,55,1,1,1,7,0,0,200.0,2000.0,9.0,26.0,2235.0
1,35,1,1,0,0,0,1,683.5,1550.0,0.0,20.0,1570.0
1,50,3,2,0,0,1,0,0.0,1300.0,100.0,20.0,1420.0
0,129,3,2,2,1,1,0,1411.0,3310.0,235.0,42.0,4998.0
1,46,1,1,0,9,1,0,600.0,2067.0,0.0,21.0,2716.0
1,228,3,4,3,12,0,1,1137.0,4800.0,513.0,61.0,6511.0
1,131,3,2,1,8,1,0,2100.0,2400.0,184.0,31.0,4715.0
0,36,1,1,0,4,0,0,300.0,500.0,10.0,7.0,817.0
1,122,3,2,1,9,1,0,1766.0,5800.0,279.0,74.0,7919.0
1,100,2,2,0,6,0,0,400.0,1900.0,0.0,25.0,2325.0
1,100,2,2,3,0,1,0,0.0,3500.0,642.0,53.0,4195.0
1,240,4,5,4,15,1,1,3700.0,13500.0,1000.0,172.0,18370.0
1,36,1,1,0,3,0,1,460.0,2700.0,40.0,35.0,3235.0
1,85,2,1,1,1,1,0,400.0,1600.0,0.0,21.0,2021.0
1,223,4,4,5,0,1,1,0.0,5000.0,472.0,76.0,5548.0
1,195,3,2,3,0,1,0,0.0,2255.0,0.0,34.0,2289.0
1,170,3,2,1,5,1,0,860.0,6500.0,110.0,83.0,7553.0
1,180,3,3,2,1,1,0,2000.0,4800.0,500.0,61.0,7361.0
1,22,1,1,0,1,0,1,300.0,900.0,40.0,12.0,1252.0
1,140,2,2,2,13,1,0,756.0,2999.0,200.0,38.0,3993.0
1,350,3,4,4,0,1,1,0.0,15000.0,1234.0,226.0,16460.0
1,150,3,3,2,8,0,1,683.5,13500.0,0.0,172.0,13670.0
0,411,4,5,4,0,1,0,0.0,5500.0,667.0,83.0,6250.0
0,900,3,6,8,0,1,0,2000.0,15000.0,1834.0,226.0,19060.0
1,39,1,1,1,15,1,1,543.0,3500.0,144.0,45.0,4232.0
1,182,3,2,2,0,1,0,0.0,2600.0,622.0,40.0,3262.0
1,270,5,3,2,0,1,1,0.0,3150.0,0.0,48.0,3198.0
1,35,1,1,1,8,0,1,593.0,2896.0,78.0,37.0,3604.0
1,35,1,1,1,3,0,1,0.0,4200.0,17.0,54.0,4271.0
1,105,3,2,1,14,0,0,1130.0,3600.0,60.0,46.0,4836.0
1,60,2,1,1,5,1,0,750.0,3600.0,95.0,46.0,4491.0
1,180,3,3,2,11,1,1,3100.0,4250.0,625.0,54.0,8029.0
0,42,2,1,1,3,1,0,190.0,846.0,0.0,11.0,1047.0
1,210,2,3,4,11,1,1,2338.0,14000.0,1434.0,178.0,17950.0
1,170,4,4,3,10,0,1,2493.0,5000.0,750.0,22.0,8265.0
1,230,6,4,8,0,1,0,0.0,10000.0,0.0,151.0,10150.0
1,280,3,3,2,9,1,1,3000.0,5650.0,692.0,72.0,9414.0
1,140,3,3,1,1,1,0,0.0,1750.0,79.0,23.0,1852.0
1,92,3,2,2,8,1,0,960.0,3300.0,318.0,42.0,4620.0
1,71,3,4,0,0,1,0,0.0,4000.0,0.0,61.0,4061.0
1,160,3,3,2,3,1,0,2200.0,10500.0,505.0,134.0,13340.0
1,92,2,2,2,17,1,1,840.0,2288.0,0.0,10.0,3138.0
1,500,5,7,7,0,1,0,0.0,11500.0,5500.0,173.0,17170.0
1,270,3,4,2,13,1,0,2000.0,9000.0,834.0,115.0,11950.0
1,296,4,5,5,4,1,1,4300.0,12900.0,2105.0,164.0,19470.0
1,151,3,4,3,15,1,0,860.0,5852.0,520.0,75.0,7307.0
1,308,4,4,3,1,1,0,4780.0,15000.0,1917.0,191.0,21890.0
1,50,2,1,1,7,0,0,800.0,3500.0,200.0,45.0,4545.0
1,60,2,1,0,3,1,0,400.0,1000.0,0.0,13.0,1413.0
1,25,1,1,0,0,1,0,20.0,1200.0,25.0,19.0,1264.0
1,120,4,4,4,0,1,0,683.5,4500.0,0.0,68.0,4568.0
0,42,2,1,1,3,0,0,400.0,600.0,15.0,8.0,1023.0
1,97,3,2,2,12,1,0,800.0,2900.0,275.0,37.0,4012.0
1,110,3,2,1,5,1,1,1217.0,3600.0,215.0,46.0,5078.0
0,56,2,1,1,5,1,0,340.0,1400.0,57.0,18.0,1815.0
1,140,2,2,1,3,0,0,1882.0,3000.0,190.0,39.0,5111.0
1,84,3,2,2,10,1,1,680.0,3000.0,67.0,39.0,3786.0
1,31,1,1,1,4,1,0,169.0,2625.0,84.0,34.0,2912.0
1,60,2,1,0,0,0,0,0.0,1000.0,34.0,16.0,1050.0
1,146,3,4,3,19,0,0,1800.0,9000.0,334.0,115.0,11250.0
1,90,2,2,1,0,1,0,0.0,2500.0,274.0,38.0,2812.0
1,65,2,1,1,1,1,0,950.0,1950.0,213.0,25.0,3138.0
1,80,2,1,0,0,1,0,0.0,1200.0,67.0,19.0,1286.0
1,22,1,1,1,8,1,1,587.0,4500.0,150.0,58.0,5295.0
0,50,2,1,1,0,0,0,683.5,1120.0,277.0,15.0,1412.0
1,108,3,2,2,9,0,1,850.0,4500.0,459.0,58.0,5867.0
1,32,1,1,0,13,1,0,258.0,1029.0,147.0,17.0,1304.0
1,51,1,1,1,7,1,1,299.0,2782.0,0.0,11.0,3092.0
1,37,1,1,1,4,1,0,500.0,1500.0,150.0,20.0,2170.0
1,142,3,5,2,2,1,1,1200.0,5100.0,550.0,65.0,6915.0
1,220,3,4,3,1,1,0,2750.0,5800.0,1040.0,74.0,9664.0
1,300,3,4,1,15,0,0,2902.0,12000.0,521.0,153.0,15580.0
1,40,1,1,0,8,0,0,441.0,1150.0,0.0,15.0,1606.0
1,45,2,1,1,2,0,1,1300.0,3300.0,167.0,42.0,4809.0
1,22,1,1,0,0,0,0,0.0,870.0,0.0,14.0,884.0
1,78,3,2,1,2,0,0,951.0,1900.0,205.0,25.0,3081.0
1,280,3,4,3,3,1,0,1717.0,5200.0,250.0,66.0,7233.0
1,200,4,3,2,0,1,0,0.0,6660.0,575.0,101.0,7336.0
0,65,1,1,1,12,1,0,514.0,980.0,86.0,13.0,1593.0
1,330,4,3,0,0,1,0,0.0,9800.0,750.0,148.0,10700.0
1,100,2,2,0,1,1,0,900.0,2000.0,63.0,26.0,2989.0
1,155,3,3,3,3,0,0,2035.0,7500.0,878.0,96.0,10510.0
1,180,3,3,1,0,1,1,1400.0,6800.0,0.0,87.0,8287.0
1,46,1,1,1,9,1,0,500.0,2200.0,35.0,28.0,2763.0
1,168,3,4,3,10,1,1,1900.0,7300.0,1000.0,93.0,10290.0
1,140,3,2,1,8,0,0,1500.0,4000.0,217.0,51.0,5768.0
1,120,3,2,2,0,1,0,683.5,5000.0,250.0,76.0,5326.0
0,100,3,2,0,2,0,0,815.0,808.0,81.0,11.0,1715.0
1,260,3,4,3,0,1,0,0.0,5000.0,393.0,47.0,5440.0
1,40,1,1,0,0,1,0,683.5,650.0,17.0,10.0,677.0
1,80,2,2,1,4,1,0,800.0,3647.0,157.0,47.0,4651.0
1,200,3,5,3,0,1,0,0.0,2950.0,250.0,45.0,3245.0
1,75,3,1,1,8,0,0,980.0,2350.0,99.0,30.0,3459.0
1,360,4,5,4,2,1,1,5420.0,12750.0,2779.0,162.0,21110.0
1,270,3,2,2,15,1,0,2168.0,10000.0,407.0,127.0,12700.0
0,45,1,1,0,0,0,0,0.0,700.0,25.0,11.0,736.0
1,177,3,3,3,4,0,0,4500.0,8500.0,1250.0,108.0,14360.0
0,104,2,2,2,8,1,0,1175.0,3805.0,264.0,49.0,5293.0
1,30,1,1,0,18,0,0,590.0,980.0,0.0,13.0,1583.0
1,170,3,2,1,14,0,0,1050.0,4500.0,263.0,58.0,5871.0
1,58,2,2,1,14,1,0,480.0,2300.0,88.0,30.0,2898.0
1,47,2,1,1,16,1,0,450.0,1350.0,0.0,18.0,1818.0
0,53,1,1,1,8,0,0,550.0,650.0,36.0,9.0,1245.0
1,75,2,1,1,0,1,0,0.0,2450.0,0.0,37.0,2487.0
1,22,1,1,0,25,1,0,472.0,2200.0,55.0,28.0,2755.0
1,76,2,1,1,0,1,0,0.0,2000.0,45.0,31.0,2076.0
1,40,1,1,1,8,1,1,651.0,2300.0,90.0,30.0,3071.0
1,260,4,4,4,8,1,0,3150.0,10000.0,1163.0,127.0,14440.0
1,51,2,1,1,9,1,0,450.0,2500.0,17.0,32.0,2999.0
1,64,2,2,1,19,1,1,450.0,2200.0,21.0,28.0,2699.0
1,115,2,1,0,5,1,0,1500.0,2200.0,67.0,28.0,3795.0
1,110,2,2,1,0,1,0,0.0,2200.0,192.0,34.0,2426.0
1,140,3,2,1,6,0,0,1740.0,2500.0,340.0,32.0,4612.0
1,45,2,1,1,11,1,0,380.0,1598.0,0.0,21.0,1999.0
1,199,3,4,5,17,1,1,2800.0,4000.0,1500.0,51.0,8351.0
1,180,3,4,1,10,1,0,1400.0,6900.0,342.0,88.0,8730.0
1,113,3,2,2,0,1,0,0.0,2990.0,22.0,45.0,3057.0
0,75,2,2,1,11,1,0,500.0,1189.0,75.0,16.0,1780.0
1,93,3,3,2,1,1,0,950.0,2275.0,584.0,29.0,3838.0
1,68,2,1,1,4,1,0,626.0,1200.0,0.0,16.0,1842.0
0,200,3,4,5,0,0,0,850.0,4300.0,84.0,65.0,5299.0
1,118,3,3,2,6,1,0,1200.0,3500.0,534.0,45.0,5279.0
1,318,4,6,4,0,0,0,2500.0,12000.0,334.0,153.0,14990.0
1,170,3,3,4,0,1,0,683.5,3500.0,222.0,53.0,3775.0
0,250,3,3,2,1,1,0,2200.0,1700.0,256.0,22.0,4178.0
1,50,2,1,1,0,1,0,510.0,1100.0,50.0,14.0,1674.0
1,50,2,1,1,7,0,0,347.0,1500.0,0.0,20.0,1867.0
1,30,1,1,1,15,0,1,668.0,3500.0,127.0,45.0,4340.0
0,94,3,2,2,2,1,0,650.0,3500.0,209.0,45.0,4404.0
1,50,1,1,0,5,1,0,375.0,1850.0,0.0,24.0,2249.0
1,114,3,5,3,3,1,0,2600.0,3800.0,857.0,49.0,7306.0
1,65,3,2,1,5,1,0,526.0,2230.0,21.0,29.0,2806.0
1,200,3,5,4,6,1,0,1970.0,1720.0,959.0,22.0,4671.0
1,265,4,4,4,0,1,0,0.0,6000.0,177.0,91.0,6268.0
1,75,3,3,2,10,1,0,865.0,2000.0,192.0,26.0,3083.0
1,68,2,2,1,8,0,0,600.0,2400.0,125.0,31.0,3156.0
1,150,3,2,0,0,1,0,683.5,4000.0,24.0,61.0,4085.0
1,208,3,3,3,13,1,0,2204.0,5960.0,641.0,76.0,8881.0
1,300,2,2,2,0,1,0,0.0,2700.0,300.0,41.0,3041.0
0,620,5,6,4,17,1,0,7400.0,5850.0,1200.0,75.0,14530.0
1,92,3,2,2,10,1,0,990.0,3500.0,317.0,45.0,4852.0
1,200,3,2,2,0,1,0,683.5,4500.0,250.0,68.0,4818.0
1,108,3,2,1,14,1,0,1714.0,5000.0,127.0,64.0,6905.0
1,190,4,4,2,0,1,0,0.0,3500.0,315.0,53.0,3868.0
0,87,3,2,1,12,1,1,870.0,1450.0,100.0,19.0,2439.0
1,80,2,1,1,6,1,0,800.0,1275.0,0.0,17.0,2092.0
1,270,4,3,3,2,1,0,3260.0,6000.0,550.0,77.0,9887.0
1,170,3,2,1,17,1,0,1600.0,4950.0,264.0,63.0,6877.0
1,198,4,2,0,0,1,0,0.0,4000.0,500.0,61.0,4561.0
0,55,1,1,0,1,1,0,260.0,716.0,12.0,10.0,998.0
1,34,1,1,0,0,1,0,182.0,1331.0,0.0,17.0,1530.0
1,50,2,1,0,14,1,0,270.0,1890.0,0.0,24.0,2184.0
1,68,2,1,1,4,1,1,1164.0,2093.0,97.0,27.0,3381.0
1,290,4,4,0,0,1,0,0.0,6800.0,1100.0,103.0,8003.0
1,25,1,1,0,1,0,0,0.0,1050.0,84.0,14.0,1148.0
1,240,4,4,3,9,1,0,2500.0,2144.0,834.0,28.0,5506.0
1,43,1,1,0,6,0,0,350.0,1080.0,57.0,14.0,1501.0
1,150,3,1,0,3,0,0,200.0,4300.0,12.0,55.0,4567.0
1,20,1,1,0,1,1,1,602.0,1800.0,130.0,23.0,2555.0
1,48,1,1,0,0,0,0,0.0,1100.0,9.0,17.0,1126.0
1,130,3,1,2,0,1,0,0.0,3800.0,130.0,58.0,3988.0
1,36,1,1,0,11,1,0,392.0,2300.0,84.0,30.0,2806.0
1,90,2,1,2,0,1,0,683.5,1560.0,225.0,24.0,1809.0
1,49,2,1,1,6,1,0,277.0,2100.0,104.0,27.0,2508.0
0,70,1,1,1,4,1,0,270.0,870.0,9.0,12.0,1161.0
1,315,4,4,2,14,1,0,3500.0,7450.0,0.0,95.0,11050.0
1,270,4,4,4,8,1,0,2200.0,7000.0,1500.0,89.0,10790.0
1,75,3,2,1,1,0,1,880.0,5700.0,123.0,73.0,6776.0
1,80,3,3,2,4,1,1,1374.0,2100.0,283.0,27.0,3784.0
0,233,3,1,1,0,1,0,0.0,2700.0,239.0,41.0,2980.0
1,40,1,1,0,3,1,1,350.0,1840.0,40.0,24.0,2254.0
1,107,2,4,2,2,0,0,1800.0,11000.0,417.0,140.0,13360.0
1,50,2,1,1,1,0,0,765.0,2650.0,25.0,34.0,3474.0
1,113,2,1,1,5,1,0,1000.0,3000.0,50.0,39.0,4089.0
0,52,1,1,1,3,1,1,730.0,3000.0,59.0,39.0,3828.0
1,170,4,4,3,12,1,1,4000.0,1440.0,834.0,19.0,6293.0
1,140,3,3,2,6,1,0,2420.0,2580.0,1000.0,33.0,6033.0
1,34,1,1,1,14,1,0,497.0,2800.0,81.0,36.0,3414.0
1,90,3,2,2,3,1,0,1100.0,2450.0,117.0,32.0,3699.0
1,197,3,2,1,18,1,0,1800.0,5500.0,209.0,70.0,7579.0
0,146,2,1,1,8,1,0,730.0,1620.0,128.0,21.0,2499.0
1,30,1,1,1,9,0,0,683.5,3000.0,0.0,39.0,3039.0
1,132,3,2,2,0,1,0,0.0,3800.0,52.0,58.0,3910.0
1,45,1,1,1,10,0,1,1600.0,1800.0,177.0,23.0,3600.0
1,80,2,2,0,3,0,0,931.0,2700.0,0.0,35.0,3666.0
1,161,4,3,3,0,1,0,0.0,3600.0,300.0,46.0,3946.0
1,300,2,3,2,1,1,0,7000.0,4180.0,1834.0,53.0,13070.0
1,450,3,4,2,3,1,0,4187.0,15000.0,1450.0,191.0,20830.0
1,112,3,3,2,11,0,0,1661.0,3616.0,209.0,13.0,5499.0
1,192,4,5,4,11,0,1,2800.0,15000.0,90.0,191.0,18080.0
1,100,1,4,1,0,1,0,0.0,11000.0,250.0,166.0,11420.0
1,300,4,5,8,0,1,1,0.0,12000.0,917.0,181.0,13100.0
1,42,1,1,0,2,1,0,530.0,2800.0,0.0,36.0,3366.0
1,45,1,1,0,9,1,1,399.0,1480.0,0.0,19.0,1898.0
0,245,4,3,2,9,1,0,2100.0,10500.0,167.0,134.0,12900.0
1,60,1,1,0,0,0,0,0.0,1600.0,192.0,25.0,1817.0
1,100,1,2,0,0,0,0,4320.0,3100.0,0.0,40.0,7460.0
0,210,6,3,0,0,1,0,0.0,4200.0,0.0,64.0,4264.0
1,160,3,3,2,8,1,0,2000.0,5000.0,570.0,64.0,7634.0
1,68,2,1,1,1,1,0,350.0,1600.0,0.0,21.0,1971.0
1,52,2,1,1,17,1,0,540.0,1100.0,45.0,14.0,1699.0
1,40,1,1,0,0,0,0,683.5,750.0,0.0,12.0,762.0
1,232,3,4,2,0,1,0,0.0,3820.0,60.0,58.0,3938.0
1,42,1,1,1,27,0,0,560.0,5300.0,100.0,68.0,6028.0
1,172,3,4,3,5,1,0,1650.0,9000.0,900.0,115.0,11670.0
0,30,1,1,0,7,1,0,349.0,500.0,15.0,7.0,871.0
1,59,2,1,0,15,1,0,542.0,1750.0,0.0,23.0,2315.0
1,50,2,2,1,12,1,0,480.0,1722.0,100.0,22.0,2324.0
0,49,2,1,1,2,1,0,390.0,1450.0,57.0,19.0,1916.0
1,216,4,2,2,2,1,0,2300.0,10000.0,719.0,127.0,13150.0
1,127,1,1,2,28,0,1,1460.0,12500.0,426.0,159.0,14550.0
1,226,4,4,4,2,1,0,2850.0,3000.0,2488.0,39.0,8377.0
0,76,2,1,0,1,1,0,300.0,700.0,100.0,9.0,1109.0
1,50,2,1,1,4,1,0,470.0,1040.0,30.0,14.0,1554.0
1,170,3,4,3,21,1,0,1500.0,5000.0,450.0,64.0,7014.0
1,70,2,2,0,2,1,1,1439.0,5500.0,315.0,70.0,7324.0
1,167,3,3,3,19,1,1,1500.0,2800.0,542.0,36.0,4878.0
1,450,4,2,3,0,1,0,0.0,13000.0,1000.0,196.0,14200.0
0,90,3,1,1,1,1,0,1000.0,960.0,83.0,13.0,2056.0
1,89,2,2,2,1,1,1,879.0,3327.0,242.0,43.0,4491.0
1,61,3,2,1,4,1,0,550.0,3000.0,117.0,39.0,3706.0
1,100,2,2,5,0,1,0,0.0,6800.0,667.0,103.0,7570.0
1,180,3,2,1,23,1,0,1850.0,7000.0,299.0,89.0,9238.0
1,39,1,1,0,3,1,1,350.0,1700.0,0.0,22.0,2072.0
0,73,3,1,1,4,1,0,308.0,850.0,46.0,11.0,1215.0
1,90,2,3,0,0,1,0,0.0,3400.0,0.0,52.0,3452.0
0,231,3,5,4,4,1,1,2200.0,12000.0,642.0,153.0,15000.0
1,250,5,2,6,0,1,0,0.0,9000.0,1417.0,136.0,10550.0
1,20,1,1,0,6,1,1,602.0,1800.0,130.0,23.0,2555.0
0,300,4,5,2,0,1,0,0.0,6000.0,0.0,91.0,6091.0
1,42,1,1,0,1,1,0,150.0,1000.0,100.0,13.0,1263.0
1,280,4,4,3,2,1,1,3000.0,4000.0,984.0,51.0,8035.0
0,44,2,1,1,4,1,1,310.0,1800.0,34.0,23.0,2167.0
1,64,2,2,1,13,1,0,400.0,2600.0,15.0,33.0,3048.0
1,218,3,2,2,6,0,0,2000.0,7800.0,550.0,99.0,10450.0
1,140,2,1,3,0,1,0,0.0,2500.0,194.0,38.0,2732.0
1,86,2,1,1,0,1,0,0.0,2200.0,110.0,34.0,2344.0
1,100,2,2,1,0,1,0,0.0,2000.0,88.0,31.0,2119.0
1,50,1,1,0,2,0,0,150.0,720.0,0.0,10.0,880.0
1,128,2,3,2,5,0,0,1500.0,15000.0,534.0,191.0,17230.0
1,45,1,1,2,8,1,0,695.0,1800.0,170.0,23.0,2688.0
1,180,3,2,4,0,1,0,0.0,3600.0,0.0,55.0,3655.0
1,350,4,3,4,0,1,0,0.0,4000.0,209.0,61.0,4270.0
1,54,2,2,1,6,0,0,500.0,2300.0,167.0,30.0,2997.0
1,60,2,2,1,11,1,0,647.0,4000.0,21.0,51.0,4719.0
1,200,2,1,0,0,1,0,683.5,2800.0,291.0,43.0,3134.0
1,520,3,4,3,0,1,1,0.0,7000.0,645.0,106.0,7751.0
1,112,3,2,1,8,1,0,810.0,3850.0,98.0,49.0,4807.0
1,104,3,2,1,0,0,0,0.0,7500.0,267.0,113.0,7880.0
1,90,1,1,0,1,0,0,200.0,1550.0,167.0,20.0,1937.0
1,273,3,2,5,0,0,0,0.0,2750.0,215.0,42.0,3007.0
1,74,2,2,0,10,1,0,610.0,1650.0,0.0,21.0,2281.0
